extract,sampleID,geno,block,plant,time,Vi_umol_min_mL,Vt3_umol_min_mL,ActS_ratio,ActivationState
481,E14D,IT82E-16,D,IT82E-16_D,12.25,0.28172973,0.535747748,0.525862649,52.58626488
141,E15B,IT82E-16,B,IT82E-16_B,14,0.202918919,0.340864865,0.595306058,59.53060577
427,E15C,IT82E-16,C,IT82E-16_C,14,0.297981982,0.590126126,0.504946263,50.49462628
395,E15D,IT82E-16,D,IT82E-16_D,14,0.268396396,0.50554955,0.530900278,53.0900278
408,E16C,IT82E-16,C,IT82E-16_C,16,0.262882883,0.586918919,0.447903236,44.79032357
462,E16D,IT82E-16,D,IT82E-16_D,16,0.26363964,0.507675676,0.519307212,51.93072118
308,E17B,IT82E-16,B,IT82E-16_B,19,0.211423423,0.358162162,0.590300835,59.03008351
475,E17C,IT82E-16,C,IT82E-16_C,19,0.301477477,0.588468468,0.512308634,51.23086344
482,E17D,IT82E-16,D,IT82E-16_D,19,0.283963964,0.526774775,0.539061431,53.90614311
129,E18B,IT82E-16,B,IT82E-16_B,20.25,0.230666667,0.392756757,0.587301587,58.73015873
452,E18C,IT82E-16,C,IT82E-16_C,20.25,0.29045045,0.55581982,0.522562241,52.25622407
378,E18D,IT82E-16,D,IT82E-16_D,20.25,0.292612613,0.532972973,0.549019608,54.90196078
136,E19B,IT82E-16,B,IT82E-16_B,20.5,0.198306306,0.361657658,0.548326026,54.83260263
406,E19C,IT82E-16,C,IT82E-16_C,20.5,0.32954955,0.619387387,0.532057249,53.20572492
405,E19D,IT82E-16,D,IT82E-16_D,20.5,0.317981982,0.548504505,0.579725379,57.97253794
270,E20B,IT82E-16,B,IT82E-16_B,20.75,0.215711712,0.337643243,0.638874658,63.88746585
485,E20C,IT82E-16,C,IT82E-16_C,20.75,0.340504505,0.59618018,0.571143617,57.1143617
457,E20D,IT82E-16,D,IT82E-16_D,20.75,0.302126126,0.53772973,0.561854979,56.18549792
303,E21B,IT82E-16,B,IT82E-16_B,21,0.205117117,0.351459459,0.583615298,58.36152979
415,E21C,IT82E-16,C,IT82E-16_C,21,0.369081081,0.637693694,0.578774864,57.87748644
446,E21D,IT82E-16,D,IT82E-16_D,21,0.308972973,0.510054054,0.605765155,60.57651547
263,E22B,IT82E-16,B,IT82E-16_B,21.25,0.212576577,0.298666667,0.711751931,71.17519305
381,E22C,IT82E-16,C,IT82E-16_C,21.25,0.373837838,0.623495495,0.599583863,59.95838631
407,E22D,IT82E-16,D,IT82E-16_D,21.25,0.331747748,0.552396396,0.600561028,60.05610281
290,E23B,IT82E-16,B,IT82E-16_B,21.5,0.244828829,0.395675676,0.618761384,61.87613843
393,E23C,IT82E-16,C,IT82E-16_C,21.5,0.349477477,0.62781982,0.556652508,55.66525083
437,E23D,IT82E-16,D,IT82E-16_D,21.5,0.278198198,0.46572973,0.597338285,59.73382854
111,E24B,IT82E-16,B,IT82E-16_B,22,0.224252252,0.363351351,0.617177427,61.71774274
425,E24C,IT82E-16,C,IT82E-16_C,22,0.392900901,0.601657658,0.653030666,65.3030666
478,E24D,IT82E-16,D,IT82E-16_D,22,0.325369369,0.554702703,0.586565322,58.65653219
100,E25B,IT82E-16,B,IT82E-16_B,24,0.250198198,0.352324324,0.710136034,71.01360335
484,E25C,IT82E-16,C,IT82E-16_C,24,0.430702703,0.619603604,0.695126207,69.51262068
474,E25D,IT82E-16,D,IT82E-16_D,24,0.342522523,0.507891892,0.674400454,67.44004541
119,E26B,IT82E-16,B,IT82E-16_B,26,0.247027027,0.334882883,0.737651996,73.76519961
458,E26C,IT82E-16,C,IT82E-16_C,26,0.411783784,0.587675676,0.700699043,70.06990434
469,E26D,IT82E-16,D,IT82E-16_D,26,0.326702703,0.506702703,0.644762108,64.4762108
287,E27B,IT82E-16,B,IT82E-16_B,28,0.267783784,0.399315315,0.670607346,67.06073459
431,E27D,IT82E-16,D,IT82E-16_D,28,0.330306306,0.457765766,0.721561836,72.15618358
121,E28B,IT82E-16,B,IT82E-16_B,30,0.245693694,0.356504505,0.689174164,68.91741635
430,E28C,IT82E-16,C,IT82E-16_C,30,0.390198198,0.540864865,0.721433806,72.14338064
461,E28D,IT82E-16,D,IT82E-16_D,30,0.357765766,0.520612613,0.687201495,68.72014951
132,E29B,IT82E-16,B,IT82E-16_B,32,0.244252252,0.368936937,0.662043368,66.20433678
410,E29C,IT82E-16,C,IT82E-16_C,32,0.47827027,0.598594595,0.798988622,79.8988622
471,E29D,IT82E-16,D,IT82E-16_D,32,0.352468468,0.492396396,0.7158226,71.58225995
402,E30C,IT82E-16,C,IT82E-16_C,34,0.47636036,0.624288288,0.763045486,76.3045486
398,E30D,IT82E-16,D,IT82E-16_D,34,0.368324324,0.509189189,0.723354565,72.33545648
108,E31B,IT82E-16,B,IT82E-16_B,36,0.262702703,0.354954955,0.740101523,74.01015228
449,E31C,IT82E-16,C,IT82E-16_C,36,0.438702703,0.586018018,0.748616406,74.86164063
401,E31D,IT82E-16,D,IT82E-16_D,36,0.379243243,0.506162162,0.749252456,74.92524562
133,E32B,IT82E-16,B,IT82E-16_B,39,0.256072072,0.349945946,0.731747503,73.17475028
412,E32C,IT82E-16,C,IT82E-16_C,39,0.396324324,0.593585586,0.667678485,66.76784847
465,E32D,IT82E-16,D,IT82E-16_D,39,0.305693694,0.464216216,0.658515758,65.85157584
